0,0:1,22:1,712:0.1875,714:0.6875,716:0.0,718:0.0,720:0.0,722:0.0238276124042,724:0.6875,726:0.1875,728:0.4375,8|7|7:1,
0,0:1,36:1,712:0.1875,714:0.4375,716:0.0,718:0.0,720:0.0,722:0.00635402997445,724:0.4375,726:0.1875,728:0.3125,3|1|8:1,
1,1:1,451:1,712:0.3125,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0184405000345,724:1.0,726:0.3125,728:0.75,2|3|5:1,
1,2:1,12:1,712:0.875,714:1.0,716:0.0471204188482,718:1.0,720:0.3125,722:0.0716900338421,724:1.0,726:0.875,728:0.1875,9|6|2:1,
0,1:1,209:1,712:0.0625,714:0.4375,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.4375,5|3|9:1,
1,0:1,19:1,712:0.5625,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.0236894813178,724:0.9375,726:0.5,728:0.375,10|7|9:1,
1,2:1,711:1,712:0.125,714:0.75,716:0.0,718:0.0,720:0.0,722:0.00939291387527,724:0.75,726:0.0625,728:0.6875,5|1|10:1,
0,0:1,168:1,712:0.125,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.000759720975205,724:0.9375,726:0.125,728:0.5,8|1|8:1,
1,0:1,58:1,712:0.625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0400580150563,724:1.0,726:0.5625,728:0.3125,7|8|3:1,
1,1:1,42:1,712:0.1875,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.0207196629601,724:0.9375,726:0.1875,728:0.8125,6|3|4:1,
1,1:1,28:1,712:0.0625,714:0.8125,716:0.0,718:0.0,720:0.0,722:0.00379860487603,724:0.8125,726:0.0625,728:0.8125,6|7|2:1,
0,0:1,32:1,712:0.125,714:0.125,716:0.0261780104712,718:0.125,720:0.125,722:0.00884038952966,724:0.125,726:0.125,728:0.0625,6|1|8:1,
0,1:1,435:1,712:0.125,714:0.6875,716:0.0,718:0.0,720:0.0,722:0.000207196629601,724:0.6875,726:0.125,728:0.5625,1|9|1:1,
0,1:1,54:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00559430899924,724:1.0,726:0.0625,728:1.0,8|8|2:1,
0,0:1,70:1,712:0.3125,714:0.875,716:0.0,718:0.0,720:0.0,722:0.0166447959113,724:0.8125,726:0.25,728:0.625,8|2|6:1,
1,2:1,19:1,712:0.625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0837765039022,724:0.875,726:0.5625,728:0.3125,7|4|1:1,
1,0:1,17:1,712:0.3125,714:0.875,716:0.0,718:0.0,720:0.0,722:0.0284550037986,724:0.875,726:0.3125,728:0.625,10|2|2:1,
0,5:1,22:1,712:0.0625,714:0.625,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.625,6|7|8:1,
0,2:1,109:1,712:0.0625,714:0.75,716:0.0,718:0.0,720:0.0,722:0.000345327716002,724:0.75,726:0.0625,728:0.75,1|3|3:1,
1,1:1,187:1,712:0.625,714:1.0,716:0.0366492146597,718:0.5625,720:0.3125,722:0.0271427584778,724:1.0,726:0.625,728:0.25,2|9|7:1,
1,1:1,550:1,712:0.4375,714:0.875,716:0.0,718:0.0,720:0.0,722:0.0867463222598,724:0.875,726:0.4375,728:0.25,7|4|2:1,
1,2:1,12:1,712:0.75,714:1.0,716:0.0,718:0.0,720:0.0,722:0.110228606948,724:1.0,726:0.75,728:0.25,4|2|9:1,
1,0:1,42:1,712:0.125,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0111195524553,724:1.0,726:0.125,728:0.9375,7|2|8:1,
0,4:1,90:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.000345327716002,724:1.0,726:0.0625,728:1.0,10|1|1:1,
1,1:1,501:1,712:0.125,714:0.875,716:0.0,718:0.0,720:0.0,722:6.90655432005e-05,724:0.875,726:0.0625,728:0.8125,9|2|3:1,
0,2:1,711:1,712:0.75,714:0.875,716:0.0104712041885,718:0.875,720:0.0625,722:0.0687892810277,724:0.875,726:0.75,728:0.0625,2|8|8:1,
0,5:1,22:1,712:0.0625,714:0.0625,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.0625,2|7|9:1,
1,1:1,14:1,712:0.25,714:0.625,716:0.0157068062827,718:0.3125,720:0.125,722:0.00124317977761,724:0.5625,726:0.1875,728:0.25,8|5|2:1,
1,0:1,662:1,712:0.375,714:1.0,716:0.0,718:0.0,720:0.0,722:6.90655432005e-05,724:0.5625,726:0.0625,728:0.5625,1|5|1:1,
1,1:1,92:1,712:0.3125,714:1.0,716:0.0157068062827,718:0.75,720:0.0625,722:0.0192002210097,724:1.0,726:0.3125,728:0.75,3|7|5:1,
1,4:1,104:1,712:0.4375,714:0.875,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.0625,3|8|3:1,
1,2:1,12:1,712:0.125,714:0.9375,716:0.020942408377,718:0.9375,720:0.125,722:0.000759720975205,724:0.9375,726:0.125,728:0.875,9|5|4:1,
1,1:1,711:1,712:0.1875,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00759720975205,724:1.0,726:0.125,728:0.375,4|10|8:1,
0,1:1,228:1,712:0.0625,714:0.875,716:0.0,718:0.0,720:0.0,722:0.00248635955522,724:0.875,726:0.0625,728:0.875,2|1|7:1,
1,0:1,40:1,712:0.3125,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.0253470543546,724:0.9375,726:0.3125,728:0.3125,7|1|6:1,
1,1:1,711:1,712:0.1875,714:0.4375,716:0.0,718:0.0,720:0.0,722:0.00904758615927,724:0.4375,726:0.125,728:0.3125,9|7|1:1,
0,1:1,19:1,712:0.0625,714:0.625,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.625,6|8|3:1,
1,0:1,56:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00966917604807,724:1.0,726:0.0625,728:1.0,4|10|6:1,
1,0:1,44:1,712:0.1875,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00296981835762,724:1.0,726:0.1875,728:0.875,2|1|8:1,
1,0:1,14:1,712:0.0625,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.00200290075281,724:0.9375,726:0.0625,728:0.9375,6|3|6:1,
0,0:1,22:1,712:0.1875,714:0.6875,716:0.0,718:0.0,720:0.0,722:0.00683748877685,724:0.6875,726:0.1875,728:0.25,8|3|9:1,
0,2:1,27:1,712:0.375,714:0.8125,716:0.0,718:0.0,720:0.0,722:0.023758546861,724:0.8125,726:0.375,728:0.3125,8|2|8:1,
0,2:1,140:1,712:0.0625,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.9375,6|5|5:1,
1,2:1,158:1,712:0.375,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00635402997445,724:1.0,726:0.3125,728:0.5,10|3|8:1,
0,1:1,133:1,712:0.0625,714:0.1875,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.1875,6|2|4:1,
0,1:1,35:1,712:0.125,714:0.5625,716:0.0732984293194,718:0.5625,720:0.125,722:0.0206505974169,724:0.5625,726:0.125,728:0.5,5|9|6:1,
0,0:1,37:1,712:0.375,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0110504869121,724:1.0,726:0.3125,728:0.375,7|4|5:1,
1,2:1,22:1,712:0.125,714:0.5625,716:0.0,718:0.0,720:0.0,722:0.00787347192486,724:0.5625,726:0.125,728:0.5,3|1|6:1,
0,0:1,65:1,712:0.1875,714:0.3125,716:0.0,718:0.0,720:0.0,722:0.00303888390082,724:0.1875,726:0.0625,728:0.1875,1|8|1:1,
0,2:1,50:1,712:0.125,714:0.1875,716:0.0,718:0.0,720:0.0,722:0.00428206367843,724:0.125,726:0.0625,728:0.125,9|5|1:1,
1,1:1,496:1,712:0.8125,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00828786518406,724:1.0,726:0.75,728:0.1875,3|8|10:1,
0,0:1,60:1,712:0.0625,714:0.25,716:0.0,718:0.0,720:0.0,722:0.000207196629601,724:0.25,726:0.0625,728:0.25,7|2|5:1,
0,1:1,439:1,712:0.0625,714:0.75,716:0.0,718:0.0,720:0.0,722:0.000276262172802,724:0.75,726:0.0625,728:0.75,6|10|7:1,
1,0:1,462:1,712:0.125,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00359140824643,724:1.0,726:0.125,728:0.9375,10|2|1:1,
1,0:1,127:1,712:0.4375,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0402652116859,724:1.0,726:0.4375,728:0.5625,9|4|5:1,
0,0:1,22:1,712:0.0625,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.00103598314801,724:0.9375,726:0.0625,728:0.9375,4|3|9:1,
0,1:1,123:1,712:0.0625,714:0.375,716:0.0,718:0.0,720:0.0,722:0.00158850749361,724:0.375,726:0.0625,728:0.375,1|8|7:1,
1,1:1,37:1,712:0.0625,714:0.5625,716:0.0,718:0.0,720:0.0,722:0.000897852061606,724:0.5625,726:0.0625,728:0.5625,10|1|3:1,
0,0:1,75:1,712:0.0625,714:0.5625,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.5625,3|8|9:1,
0,0:1,30:1,712:0.1875,714:0.625,716:0.0,718:0.0,720:0.0,722:0.00151944195041,724:0.375,726:0.125,728:0.1875,9|3|3:1,
0,1:1,36:1,712:0.1875,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00324608053042,724:1.0,726:0.1875,728:0.8125,5|2|9:1,
1,0:1,70:1,712:0.1875,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.00808066855446,724:0.9375,726:0.1875,728:0.8125,7|9|9:1,
1,0:1,20:1,712:0.25,714:1.0,716:0.0157068062827,718:0.9375,720:0.125,722:0.0405414738587,724:1.0,726:0.25,728:0.8125,9|7|1:1,
0,2:1,14:1,712:0.3125,714:0.6875,716:0.0,718:0.0,720:0.0,722:0.0111195524553,724:0.6875,726:0.3125,728:0.0625,1|3|6:1,
1,1:1,651:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:1.0,1|10|8:1,
0,4:1,516:1,712:0.1875,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.00117411423441,724:0.8125,726:0.125,728:0.4375,1|6|8:1,
1,0:1,36:1,712:0.125,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00221009738242,724:1.0,726:0.125,728:0.9375,6|3|1:1,
1,1:1,711:1,712:0.1875,714:0.4375,716:0.0,718:0.0,720:0.0,722:0.0129152565785,724:0.4375,726:0.1875,728:0.3125,10|1|8:1,
0,0:1,23:1,712:0.5625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00241729401202,724:0.8125,726:0.25,728:0.0625,7|2|7:1,
1,0:1,61:1,712:0.1875,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.00227916292562,724:0.875,726:0.125,728:0.8125,5|10|7:1,
1,1:1,26:1,712:0.1875,714:0.6875,716:0.0,718:0.0,720:0.0,722:0.00669935769045,724:0.6875,726:0.1875,728:0.5625,7|9|9:1,
1,0:1,19:1,712:0.375,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.00759720975205,724:0.9375,726:0.375,728:0.375,10|5|9:1,
0,0:1,27:1,712:0.25,714:0.75,716:0.0157068062827,718:0.25,720:0.0625,722:0.00524898128324,724:0.375,726:0.1875,728:0.1875,1|3|1:1,
1,2:1,435:1,712:0.0625,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.0165757303681,724:0.9375,726:0.0625,728:0.9375,8|10|3:1,
0,0:1,14:1,712:0.0625,714:0.125,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.125,9|3|10:1,
1,2:1,26:1,712:0.1875,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0142275018993,724:1.0,726:0.1875,728:0.875,10|10|9:1,
0,0:1,68:1,712:0.125,714:0.375,716:0.0,718:0.0,720:0.0,722:0.00296981835762,724:0.375,726:0.125,728:0.3125,6|1|8:1,
0,0:1,15:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0101526348505,724:1.0,726:0.0625,728:1.0,7|5|1:1,
0,0:1,129:1,712:0.0625,714:0.3125,716:0.0,718:0.0,720:0.0,722:0.0107742247393,724:0.3125,726:0.0625,728:0.3125,4|9|9:1,
1,2:1,230:1,712:0.1875,714:0.4375,716:0.0,718:0.0,720:0.0,722:0.00296981835762,724:0.4375,726:0.125,728:0.0625,5|6|6:1,
1,1:1,34:1,712:0.125,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0347399682299,724:1.0,726:0.125,728:0.9375,4|8|9:1,
1,0:1,76:1,712:0.125,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00227916292562,724:1.0,726:0.125,728:0.9375,7|8|4:1,
0,1:1,73:1,712:0.0625,714:0.3125,716:0.0,718:0.0,720:0.0,722:6.90655432005e-05,724:0.3125,726:0.0625,728:0.3125,2|9|4:1,
1,0:1,711:1,712:0.25,714:0.875,716:0.0,718:0.0,720:0.0,722:0.00697561986325,724:0.75,726:0.1875,728:0.5,6|6|5:1,
1,1:1,19:1,712:0.75,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0850196836798,724:1.0,726:0.75,728:0.3125,9|8|7:1,
0,0:1,290:1,712:0.125,714:0.5,716:0.0,718:0.0,720:0.0,722:0.0106360936529,724:0.5,726:0.125,728:0.4375,2|5|7:1,
1,0:1,131:1,712:0.4375,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0241729401202,724:1.0,726:0.4375,728:0.5625,3|7|7:1,
1,4:1,37:1,712:0.375,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0989709234063,724:1.0,726:0.375,728:0.4375,5|2|8:1,
1,0:1,72:1,712:0.5625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0649906761517,724:1.0,726:0.5625,728:0.3125,10|9|3:1,
0,0:1,19:1,712:0.0625,714:0.75,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.75,9|3|10:1,
0,0:1,28:1,712:0.125,714:0.25,716:0.0,718:0.0,720:0.0,722:0.00773534083846,724:0.25,726:0.125,728:0.1875,7|7|10:1,
1,0:1,711:1,712:0.25,714:0.875,716:0.0,718:0.0,720:0.0,722:0.0225844326266,724:0.875,726:0.25,728:0.3125,3|5|9:1,
0,4:1,31:1,712:0.0625,714:0.75,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.75,7|1|5:1,
1,1:1,105:1,712:0.1875,714:0.8125,716:0.0,718:0.0,720:0.0,722:0.0260377097866,724:0.8125,726:0.1875,728:0.4375,1|2|6:1,
1,0:1,34:1,712:0.3125,714:0.625,716:0.0,718:0.0,720:0.0,722:0.00110504869121,724:0.5625,726:0.1875,728:0.375,8|8|2:1,
0,1:1,56:1,712:0.0625,714:0.5625,716:0.0,718:0.0,720:0.0,722:0.000690655432005,724:0.5625,726:0.0625,728:0.5625,1|2|10:1,
0,0:1,45:1,712:0.125,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.75,5|1|5:1,
1,0:1,181:1,712:0.3125,714:1.0,716:0.0104712041885,718:0.4375,720:0.0625,722:0.0234822846882,724:1.0,726:0.3125,728:0.4375,1|2|1:1,
1,0:1,28:1,712:0.5,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00752814420885,724:1.0,726:0.375,728:0.5,1|7|7:1,
1,0:1,588:1,712:0.25,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.8125,8|8|9:1,
0,5:1,22:1,712:0.0625,714:0.875,716:0.0,718:0.0,720:0.0,722:0.000138131086401,724:0.875,726:0.0625,728:0.875,9|1|3:1,
0,2:1,284:1,712:0.0625,714:0.375,716:0.0,718:0.0,720:0.0,722:0.0111886179985,724:0.375,726:0.0625,728:0.375,2|3|9:1,
1,1:1,711:1,712:0.0625,714:0.4375,716:0.00523560209424,718:0.4375,720:0.0625,722:0.000621589888804,724:0.4375,726:0.0625,728:0.4375,10|4|1:1,
0,0:1,16:1,712:0.0625,714:0.25,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.25,5|8|6:1,
1,0:1,38:1,712:0.375,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0375025899579,724:1.0,726:0.375,728:0.625,5|5|4:1,
0,3:1,527:1,712:0.1875,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0123627322329,724:1.0,726:0.1875,728:0.875,2|8|10:1,
0,2:1,711:1,712:0.0625,714:0.1875,716:0.0,718:0.0,720:0.0,722:0.000138131086401,724:0.1875,726:0.0625,728:0.1875,2|3|6:1,
0,1:1,130:1,712:0.0625,714:0.875,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.875,8|6|5:1,
0,1:1,47:1,712:0.25,714:0.6875,716:0.0,718:0.0,720:0.0,722:0.0459285862283,724:0.6875,726:0.25,728:0.4375,8|7|3:1,
0,1:1,71:1,712:0.0625,714:0.4375,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.4375,8|6|10:1,
0,0:1,32:1,712:0.25,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.00131224532081,724:0.9375,726:0.25,728:0.5,6|9|9:1,
0,0:1,711:1,712:0.25,714:0.5625,716:0.0,718:0.0,720:0.0,722:0.00497271911044,724:0.375,726:0.125,728:0.0625,3|6|7:1,
0,2:1,16:1,712:0.0625,714:0.8125,716:0.0,718:0.0,720:0.0,722:0.000276262172802,724:0.8125,726:0.0625,728:0.8125,7|2|9:1,
0,5:1,711:1,712:0.0625,714:0.8125,716:0.0,718:0.0,720:0.0,722:0.00131224532081,724:0.8125,726:0.0625,728:0.8125,4|10|6:1,
1,1:1,45:1,712:0.25,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.0235513502314,724:0.9375,726:0.25,728:0.75,3|8|4:1,
0,1:1,12:1,712:0.0625,714:0.25,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.25,7|10|9:1,
1,0:1,370:1,712:0.25,714:0.875,716:0.0890052356021,718:0.875,720:0.1875,722:0.0528351405484,724:0.875,726:0.25,728:0.375,5|8|10:1,
0,2:1,33:1,712:0.125,714:0.875,716:0.0157068062827,718:0.8125,720:0.0625,722:0.00200290075281,724:0.875,726:0.125,728:0.8125,5|4|9:1,
0,1:1,322:1,712:0.125,714:0.4375,716:0.0,718:0.0,720:0.0,722:0.00455832585123,724:0.4375,726:0.125,728:0.375,1|6|10:1,
1,1:1,26:1,712:0.5,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.00897852061606,724:0.9375,726:0.375,728:0.1875,1|8|9:1,
1,0:1,20:1,712:0.25,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00739001312245,724:1.0,726:0.25,728:0.8125,3|1|7:1,
1,0:1,23:1,712:0.9375,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0317701498722,724:1.0,726:0.9375,728:0.125,9|8|1:1,
0,0:1,15:1,712:0.0625,714:0.875,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.875,9|10|4:1,
1,4:1,17:1,712:0.25,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0294909869466,724:0.9375,726:0.1875,728:0.75,10|8|8:1,
0,0:1,711:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00200290075281,724:1.0,726:0.0625,728:1.0,1|10|3:1,
0,0:1,19:1,712:0.0625,714:0.3125,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.3125,10|10|2:1,
1,2:1,77:1,712:0.125,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.00732094757925,724:0.9375,726:0.125,728:0.875,1|8|8:1,
1,1:1,232:1,712:0.6875,714:1.0,716:0.0157068062827,718:0.6875,720:0.125,722:0.101802610678,724:1.0,726:0.6875,728:0.25,8|7|8:1,
0,2:1,16:1,712:0.0625,714:0.4375,716:0.0,718:0.0,720:0.0,722:0.000897852061606,724:0.4375,726:0.0625,728:0.4375,8|8|3:1,
0,1:1,711:1,712:0.5625,714:0.625,716:0.0314136125654,718:0.5,720:0.25,722:0.0199599419849,724:0.625,726:0.5,728:0.0625,5|3|5:1,
1,0:1,140:1,712:0.125,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0274190206506,724:1.0,726:0.125,728:0.9375,9|10|10:1,
1,0:1,18:1,712:0.1875,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.00455832585123,724:0.8125,726:0.125,728:0.375,9|6|5:1,
1,6:1,711:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:6.90655432005e-05,724:1.0,726:0.0625,728:1.0,3|9|10:1,
1,0:1,23:1,712:0.125,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00966917604807,724:1.0,726:0.125,728:0.25,7|9|1:1,
0,1:1,17:1,712:0.0625,714:0.625,716:0.0,718:0.0,720:0.0,722:0.000207196629601,724:0.625,726:0.0625,728:0.625,10|7|3:1,
1,0:1,46:1,712:0.25,714:0.875,716:0.0,718:0.0,720:0.0,722:0.00994543822087,724:0.875,726:0.25,728:0.5,1|3|10:1,
1,0:1,138:1,712:0.1875,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00614683334484,724:1.0,726:0.1875,728:0.5,4|8|6:1,
1,2:1,228:1,712:0.1875,714:1.0,716:0.0471204188482,718:0.9375,720:0.125,722:0.00421299813523,724:1.0,726:0.1875,728:0.875,5|2|5:1,
0,0:1,86:1,712:0.0625,714:0.3125,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.3125,4|1|6:1,
1,0:1,84:1,712:0.125,714:0.8125,716:0.0,718:0.0,720:0.0,722:0.0232060225154,724:0.8125,726:0.125,728:0.0625,4|10|3:1,
1,0:1,301:1,712:0.3125,714:1.0,716:0.0,718:0.0,720:0.0,722:0.076800884039,724:1.0,726:0.3125,728:0.75,1|5|8:1,
0,0:1,134:1,712:0.0625,714:0.375,716:0.0,718:0.0,720:0.0,722:6.90655432005e-05,724:0.375,726:0.0625,728:0.375,4|3|10:1,
1,1:1,144:1,712:0.125,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0118792734305,724:1.0,726:0.125,728:0.9375,3|10|8:1,
1,2:1,35:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.000690655432005,724:1.0,726:0.0625,728:1.0,3|2|6:1,
0,1:1,44:1,712:0.125,714:0.4375,716:0.0,718:0.0,720:0.0,722:0.00593963671524,724:0.4375,726:0.125,728:0.375,7|6|4:1,
1,1:1,188:1,712:0.5,714:1.0,716:0.00523560209424,718:0.5625,720:0.0625,722:0.0469645693763,724:1.0,726:0.5,728:0.5625,4|10|3:1,
0,0:1,18:1,712:0.0625,714:0.625,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.625,4|4|5:1,
0,0:1,115:1,712:0.0625,714:0.375,716:0.0,718:0.0,720:0.0,722:0.000897852061606,724:0.375,726:0.0625,728:0.375,8|1|5:1,
0,0:1,14:1,712:0.0625,714:0.3125,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.3125,9|3|2:1,
1,0:1,285:1,712:0.3125,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00801160301126,724:1.0,726:0.3125,728:0.3125,3|9|2:1,
0,0:1,120:1,712:0.0625,714:0.125,716:0.0,718:0.0,720:0.0,722:0.00186476966641,724:0.125,726:0.0625,728:0.125,6|4|7:1,
0,0:1,83:1,712:0.0625,714:0.125,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.125,7|2|3:1,
1,0:1,188:1,712:0.1875,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0332205262794,724:1.0,726:0.1875,728:0.8125,8|10|5:1,
0,2:1,165:1,712:0.125,714:0.4375,716:0.0,718:0.0,720:0.0,722:6.90655432005e-05,724:0.375,726:0.0625,728:0.375,10|3|4:1,
1,2:1,12:1,712:0.1875,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.0187858277505,724:0.9375,726:0.1875,728:0.75,5|2|1:1,
1,2:1,14:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00842599627046,724:1.0,726:0.0625,728:1.0,9|6|2:1,
0,0:1,49:1,712:0.125,714:0.4375,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.3125,5|9|10:1,
1,2:1,24:1,712:0.25,714:0.75,716:0.0,718:0.0,720:0.0,722:0.00276262172802,724:0.75,726:0.25,728:0.375,2|10|6:1,
0,1:1,25:1,712:0.1875,714:0.5,716:0.00523560209424,718:0.125,720:0.0625,722:0.00407486704883,724:0.5,726:0.1875,728:0.0625,9|5|2:1,
1,0:1,130:1,712:0.0625,714:0.4375,716:0.0,718:0.0,720:0.0,722:0.00352234270323,724:0.4375,726:0.0625,728:0.4375,4|9|1:1,
0,0:1,77:1,712:0.1875,714:0.6875,716:0.0,718:0.0,720:0.0,722:0.00262449064162,724:0.6875,726:0.1875,728:0.125,9|5|8:1,
0,1:1,20:1,712:0.0625,714:0.6875,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:0.6875,6|9|6:1,
0,0:1,32:1,712:0.125,714:0.8125,716:0.0,718:0.0,720:0.0,722:0.000138131086401,724:0.3125,726:0.0625,728:0.3125,6|8|4:1,
0,1:1,23:1,712:0.0625,714:0.8125,716:0.0,718:0.0,720:0.0,722:0.00442019476483,724:0.8125,726:0.0625,728:0.8125,10|7|7:1,
0,0:1,24:1,712:0.375,714:0.9375,716:0.0,718:0.0,720:0.0,722:0.0370881966987,724:0.9375,726:0.375,728:0.625,9|4|5:1,
0,1:1,711:1,712:0.0625,714:0.875,716:0.0,718:0.0,720:0.0,722:0.000138131086401,724:0.875,726:0.0625,728:0.875,1|10|10:1,
0,2:1,711:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:1.0,2|3|1:1,
1,2:1,87:1,712:0.125,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00345327716002,724:1.0,726:0.125,728:0.5625,1|4|5:1,
1,0:1,51:1,712:0.625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.102424200566,724:1.0,726:0.625,728:0.3125,7|8|7:1,
1,0:1,711:1,712:0.625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0188548932937,724:1.0,726:0.625,728:0.3125,1|1|2:1,
1,1:1,711:1,712:0.3125,714:0.875,716:0.0,718:0.0,720:0.0,722:0.0256233165274,724:0.75,726:0.1875,728:0.375,7|10|8:1,
0,1:1,16:1,712:0.125,714:0.875,716:0.00523560209424,718:0.875,720:0.0625,722:0.00290075281442,724:0.875,726:0.125,728:0.4375,10|5|8:1,
1,2:1,161:1,712:0.0625,714:1.0,716:0.0104712041885,718:1.0,720:0.0625,722:0.000483458802403,724:1.0,726:0.0625,728:1.0,10|9|4:1,
0,0:1,25:1,712:0.1875,714:1.0,716:0.0,718:0.0,720:0.0,722:0.00773534083846,724:1.0,726:0.1875,728:0.875,9|4|9:1,
1,0:1,48:1,712:0.1875,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0151253539609,724:1.0,726:0.1875,728:0.875,6|1|9:1,
1,0:1,12:1,712:0.0625,714:1.0,716:0.0,718:0.0,720:0.0,722:0.0,724:0.0,726:0.0,728:1.0,3|3|9:1,
